subdivisionCode,latLng,boundingBox,geojson,perimeter,neighbours
SI-099,"46.0661,15.1819","[46.0253, 46.0937, 15.0661, 15.2365]",,42.11,"SI-034,SI-057,SI-060,SI-110,SI-129,SI-142"
SI-100,"46.6409,16.04","[46.5829, 46.6579, 15.995, 16.1088]",,38.74,"SI-010,SI-029,SI-080,SI-116,SI-166"
SI-101,"46.6149,15.2228","[46.5228, 46.6578, 15.1601, 15.3355]",,70.59,"SI-081,SI-093,SI-112,SI-141,SI-167,SI-177"
SI-102,"46.3435,14.172","[46.268, 46.4221, 14.1089, 14.273]",,75.45,"SI-003,SI-004,SI-041,SI-052,SI-082,SI-131,SI-146,SI-192"
SI-103,"46.5447,14.9623","[46.484, 46.6128, 14.8836, 15.015]",,61.63,"SI-016,SI-025,SI-074,SI-112,SI-175"
SI-104,"45.74,14.726","[45.6363, 45.821, 14.5832, 14.8192]",,80.02,"SI-020,SI-039,SI-048,SI-066,SI-134,SI-179,SI-193"
SI-105,"46.8056,16.0352","[46.754, 46.8411, 15.9854, 16.0646]",,36.32,"SI-056,SI-097,SI-152,SI-158"
SI-106,"46.233,15.6384","[46.1857, 46.2899, 15.5575, 15.732]",,60.48,"SI-069,SI-092,SI-107,SI-124,SI-198,SI-200"
SI-107,"46.2274,15.6996","[46.2071, 46.268, 15.6732, 15.8016]",,37.18,"SI-069,SI-106,SI-191"
SI-108,"46.5387,15.5139","[46.4765, 46.5622, 15.3976, 15.5615]",,49.11,"SI-070,SI-093,SI-098,SI-113,SI-144,SI-160,SI-167,SI-178"
SI-109,"45.6518,15.1835","[45.5969, 45.7077, 15.0271, 15.2761]",,66.57,"SI-017,SI-048,SI-073,SI-085,SI-157"
SI-110,"46.0097,15.3037","[45.9282, 46.089, 15.0878, 15.4243]",,126.9,"SI-034,SI-054,SI-057,SI-060,SI-099,SI-120,SI-121,SI-129,SI-130,SI-199,SI-211,SI-212"
SI-111,"45.7092,13.8731","[45.6415, 45.8114, 13.7083, 14.0003]",,85.62,"SI-019,SI-035,SI-049,SI-136"
SI-112,"46.5091,15.0791","[46.4189, 46.5662, 14.9534, 15.1954]",,79.05,"SI-016,SI-025,SI-076,SI-101,SI-103,SI-126,SI-133,SI-141,SI-175,SI-177"
SI-113,"46.3919,15.5728","[46.317, 46.4978, 15.3336, 15.6867]",,108.76,"SI-011,SI-045,SI-069,SI-098,SI-108,SI-114,SI-137,SI-139,SI-144,SI-160,SI-167,SI-169,SI-171,SI-198,SI-200"
SI-114,"46.3382,15.423","[46.2781, 46.3714, 15.3561, 15.5537]",,59.26,"SI-113,SI-120,SI-124,SI-137,SI-139,SI-144,SI-171,SI-200"
SI-115,"46.4673,15.7677","[46.4271, 46.5033, 15.7101, 15.8158]",,36.66,"SI-026,SI-045,SI-058,SI-070,SI-096,SI-098,SI-159,SI-160,SI-169"
SI-116,"46.5685,16.0241","[46.5128, 46.6108, 15.9638, 16.0896]",,46.39,"SI-029,SI-042,SI-063,SI-100,SI-153,SI-166,SI-182"
SI-117,"46.2431,14.4191","[46.1883, 46.2907, 14.3859, 14.4693]",,48.36,"SI-012,SI-052,SI-071,SI-095,SI-122,SI-138"
SI-118,"46.6696,15.7688","[46.6317, 46.7075, 15.6208, 15.8062]",,59.65,"SI-055,SI-070,SI-089,SI-181,SI-195,SI-210"
SI-119,"45.8433,15.3385","[45.7597, 45.8901, 15.254, 15.4049]",,55.93,"SI-054,SI-085,SI-121,SI-197,SI-206"
SI-120,"46.2168,15.3938","[46.0656, 46.3119, 15.3302, 15.5359]",,142.07,"SI-011,SI-051,SI-054,SI-057,SI-092,SI-110,SI-114,SI-124,SI-127,SI-139,SI-154"
SI-121,"45.9078,15.2906","[45.8671, 45.9608, 15.2225, 15.3512]",,56.26,"SI-054,SI-085,SI-110,SI-119,SI-199,SI-206"
SI-122,"46.1653,14.3067","[46.0962, 46.2415, 14.1614, 14.3955]",,97.95,"SI-004,SI-021,SI-027,SI-052,SI-071,SI-117,SI-146"
SI-123,"45.9854,14.5729","[45.894, 46.0195, 14.5289, 14.6181]",,50.13,"SI-032,SI-037,SI-061,SI-134"
SI-124,"46.229,15.5203","[46.1541, 46.2799, 15.4351, 15.6025]",,58.84,"SI-092,SI-106,SI-114,SI-120,SI-154,SI-200"
SI-125,"46.3299,15.0334","[46.3048, 46.3749, 14.9943, 15.0645]",,26.88,"SI-079,SI-126,SI-133,SI-151,SI-173"
SI-126,"46.3774,15.046","[46.3487, 46.4561, 14.8816, 15.0907]",,59.42,"SI-016,SI-043,SI-062,SI-079,SI-112,SI-125,SI-133,SI-173,SI-209"
SI-127,"46.221,15.3135","[46.1631, 46.2332, 15.279, 15.3605]",,32.98,"SI-011,SI-057,SI-120"
SI-128,"46.1829,13.7333","[46.005, 46.2828, 13.6188, 14.0086]",,141.34,"SI-004,SI-006,SI-007,SI-014,SI-036,SI-044,SI-046,SI-084,SI-146"
SI-129,"46.1559,15.054","[46.0769, 46.1974, 14.9805, 15.1094]",,70.08,"SI-034,SI-060,SI-099,SI-110,SI-142,SI-174,SI-184,SI-189,SI-190"
SI-130,"45.9079,15.0071","[45.838, 45.9786, 14.8604, 15.1079]",,78.07,"SI-039,SI-060,SI-085,SI-110,SI-170,SI-193,SI-194,SI-199,SI-211,SI-212"
SI-131,"46.3637,14.3095","[46.3138, 46.447, 14.2333, 14.4423]",,74.36,"SI-052,SI-082,SI-095,SI-102,SI-163,SI-192"
SI-132,"46.6249,16.3165","[46.5827, 46.6473, 16.263, 16.3701]",,29.78,"SI-002,SI-015,SI-059,SI-078,SI-086,SI-156,SI-187"
SI-133,"46.3593,15.115","[46.3146, 46.4346, 15.0634, 15.2058]",,55.51,"SI-076,SI-112,SI-125,SI-126,SI-151,SI-155,SI-173,SI-190"
SI-134,"45.8325,14.6383","[45.7915, 45.9089, 14.4907, 14.6889]",,64.07,"SI-008,SI-013,SI-020,SI-032,SI-037,SI-104,SI-123,SI-150,SI-179"
SI-135,"46.343,15.9322","[46.2854, 46.4007, 15.7908, 15.9717]",,70.12,"SI-028,SI-045,SI-069,SI-096,SI-159,SI-168,SI-172,SI-191,SI-196"
SI-136,"45.8466,13.9612","[45.7613, 45.8812, 13.891, 14.0703]",,56.97,"SI-001,SI-019,SI-036,SI-049,SI-094,SI-111"
SI-137,"46.3823,15.2958","[46.3616, 46.4494, 15.2277, 15.3564]",,45.24,"SI-076,SI-113,SI-114,SI-139,SI-144,SI-155"
SI-138,"46.1892,14.4947","[46.1357, 46.2058, 14.4555, 14.5415]",,30.73,"SI-012,SI-043,SI-061,SI-071,SI-072,SI-117,SI-164,SI-186"
SI-139,"46.2906,15.3088","[46.2609, 46.3674, 15.2353, 15.3789]",,50.61,"SI-011,SI-113,SI-114,SI-120,SI-137,SI-144,SI-155"
SI-140,"45.9664,14.2981","[45.8695, 46.0258, 14.1888, 14.3831]",,83.14,"SI-005,SI-008,SI-013,SI-021,SI-064,SI-094,SI-162,SI-208"
SI-141,"46.5979,15.1658","[46.5135, 46.6161, 15.1001, 15.2179]",,45.55,"SI-025,SI-081,SI-101,SI-112,SI-177"
SI-142,"46.1342,14.9953","[46.0497, 46.2076, 14.8118, 15.0858]",,109.51,"SI-034,SI-043,SI-060,SI-068,SI-077,SI-099,SI-129,SI-174,SI-184,SI-189,SI-194"
SI-143,"46.386,16.046","[46.3349, 46.3928, 16.0155, 16.0775]",,21.59,"SI-028,SI-087,SI-196"
SI-144,"46.3716,15.39","[46.3333, 46.4802, 15.3101, 15.4227]",,68.95,"SI-076,SI-108,SI-113,SI-114,SI-137,SI-139,SI-167,SI-171"
SI-146,"46.2258,14.1693","[46.1536, 46.283, 13.9856, 14.2477]",,82.06,"SI-004,SI-014,SI-027,SI-052,SI-102,SI-122,SI-128"
SI-147,"46.0511,14.1106","[46.0034, 46.085, 14.028, 14.1864]",,49.17,"SI-014,SI-027,SI-036,SI-064"
SI-148,"46.6072,15.8923","[46.581, 46.6471, 15.8515, 15.9349]",,30.79,"SI-029,SI-058,SI-153,SI-181,SI-204"
SI-149,"46.0571,15.6618","[46.0303, 46.0882, 15.5977, 15.7217]",,41.08,"SI-009,SI-051,SI-092"
SI-150,"45.7869,14.4986","[45.7302, 45.844, 14.4372, 14.5788]",,56.86,"SI-013,SI-065,SI-066,SI-134,SI-179"
SI-151,"46.2864,15.0406","[46.2269, 46.3339, 14.9656, 15.0914]",,41.75,"SI-079,SI-083,SI-125,SI-133,SI-173,SI-174,SI-184,SI-189"
SI-152,"46.7185,16.0187","[46.6909, 46.775, 15.9847, 16.0634]",,30.71,"SI-010,SI-097,SI-105,SI-158"
SI-153,"46.5667,15.9434","[46.5307, 46.5888, 15.9026, 15.9811]",,27.74,"SI-029,SI-116,SI-148,SI-182,SI-185,SI-204"
SI-154,"46.1348,15.4001","[46.1094, 46.1602, 15.3631, 15.4371]",,27.64,"SI-057,SI-120,SI-124"
SI-155,"46.3352,15.2265","[46.3156, 46.39, 15.1866, 15.2671]",,28.66,"SI-011,SI-076,SI-133,SI-137,SI-139,SI-190"
SI-156,"46.6518,16.3447","[46.6122, 46.69, 16.3038, 16.3936]",,29.41,"SI-047,SI-059,SI-078,SI-132"
SI-157,"45.7573,15.0584","[45.6356, 45.7942, 14.9608, 15.1209]",,59.85,"SI-048,SI-085,SI-109,SI-193,SI-203"
SI-158,"46.8019,16.0919","[46.7583, 46.831, 16.0503, 16.1395]",,31.94,"SI-031,SI-056,SI-097,SI-105,SI-152"
SI-159,"46.4199,15.8239","[46.3827, 46.4571, 15.7917, 15.8682]",,31.46,"SI-018,SI-045,SI-096,SI-115,SI-135"
SI-160,"46.4899,15.6106","[46.4586, 46.5216, 15.536, 15.7109]",,45.67,"SI-070,SI-098,SI-108,SI-113,SI-115,SI-169"
SI-161,"46.826,16.3261","[46.797, 46.8664, 16.2908, 16.3508]",,26.11,SI-033
SI-162,"46.0223,14.2989","[45.9918, 46.0477, 14.2345, 14.3426]",,31.56,"SI-021,SI-064,SI-140,SI-208"
SI-163,"46.3864,14.4873","[46.3456, 46.4273, 14.4014, 14.5652]",,43.93,"SI-043,SI-052,SI-095,SI-131,SI-180"
SI-164,"46.2054,14.5394","[46.172, 46.2425, 14.5006, 14.5826]",,26.28,"SI-012,SI-023,SI-043,SI-072,SI-138"
SI-165,"45.5081,14.9105","[45.4592, 45.5401, 14.787, 14.9625]",,49.02,"SI-048,SI-088"
SI-166,"46.5668,16.1176","[46.526, 46.6077, 16.0682, 16.1746]",,42.59,"SI-002,SI-063,SI-080,SI-100,SI-116,SI-188"
SI-167,"46.5414,15.3886","[46.4634, 46.5852, 15.311, 15.4572]",,55.74,"SI-076,SI-093,SI-101,SI-108,SI-113,SI-144,SI-177,SI-178"
SI-168,"46.3948,15.9298","[46.3613, 46.4209, 15.8947, 15.9928]",,26.75,"SI-024,SI-028,SI-096,SI-135,SI-196"
SI-169,"46.5074,15.6974","[46.4599, 46.5171, 15.6807, 15.7331]",,20.92,"SI-026,SI-070,SI-098,SI-113,SI-115,SI-160"
SI-170,"45.8603,15.0819","[45.8094, 45.8991, 15.0271, 15.1378]",,37.59,"SI-085,SI-130,SI-193,SI-199,SI-203"
SI-171,"46.3867,15.4486","[46.3529, 46.425, 15.3967, 15.4964]",,36.48,"SI-113,SI-114,SI-144"
SI-172,"46.3351,15.8795","[46.2754, 46.3551, 15.8152, 15.9143]",,35.36,"SI-135,SI-191"
SI-173,"46.2792,15.0754","[46.2561, 46.3497, 15.0482, 15.1207]",,32.07,"SI-125,SI-126,SI-133,SI-151,SI-174,SI-184,SI-190"
SI-174,"46.2357,15.0913","[46.1834, 46.2586, 15.0439, 15.1422]",,32.06,"SI-034,SI-057,SI-129,SI-142,SI-151,SI-173,SI-184,SI-190"
SI-175,"46.5461,14.917","[46.4981, 46.6118, 14.8277, 14.9534]",,52.3,"SI-016,SI-025,SI-074,SI-103,SI-112"
SI-176,"46.5214,16.2786","[46.5007, 46.5387, 16.2374, 16.3148]",,25.26,"SI-015,SI-059,SI-063,SI-087"
SI-177,"46.5351,15.2679","[46.4868, 46.5691, 15.1885, 15.325]",,40.12,"SI-076,SI-093,SI-101,SI-112,SI-141,SI-167"
SI-178,"46.5509,15.4925","[46.5328, 46.6555, 15.402, 15.5531]",,56.82,"SI-055,SI-070,SI-093,SI-108,SI-167"
SI-179,"45.762,14.6346","[45.714, 45.7956, 14.546, 14.6834]",,43.47,"SI-020,SI-065,SI-066,SI-104,SI-134,SI-150"
SI-180,"46.4196,14.692","[46.3551, 46.4511, 14.565, 14.7529]",,46.79,"SI-016,SI-043,SI-067,SI-163"
SI-181,"46.6492,15.8435","[46.607, 46.7012, 15.7878, 15.8924]",,42.1,"SI-029,SI-058,SI-118,SI-148,SI-195,SI-210"
SI-182,"46.5181,15.951","[46.4901, 46.5464, 15.92, 16.002]",,27.45,"SI-018,SI-024,SI-042,SI-096,SI-116,SI-153,SI-185,SI-204"
SI-183,"45.9178,13.6517","[45.8962, 45.9394, 13.6114, 13.6863]",,25.8,"SI-075,SI-084,SI-201"
SI-184,"46.2351,15.0153","[46.1891, 46.2597, 14.9635, 15.053]",,31.89,"SI-083,SI-129,SI-142,SI-151,SI-173,SI-174,SI-189"
SI-185,"46.5197,15.8868","[46.4994, 46.5527, 15.847, 15.9288]",,29.73,"SI-018,SI-058,SI-153,SI-182,SI-204"
SI-186,"46.1329,14.5625","[46.1095, 46.1457, 14.5202, 14.583]",,18.55,"SI-023,SI-061,SI-072,SI-138"
SI-187,"46.5737,16.3406","[46.5534, 46.603, 16.3215, 16.4015]",,24.13,"SI-015,SI-059,SI-132"
SI-188,"46.5828,16.1627","[46.563, 46.6034, 16.1268, 16.2008]",,24.47,"SI-002,SI-063,SI-080,SI-166"
SI-189,"46.2433,14.9503","[46.1858, 46.2819, 14.8839, 15.0106]",,43.38,"SI-043,SI-068,SI-083,SI-129,SI-142,SI-151,SI-184"
SI-190,"46.2518,15.1632","[46.1817, 46.3406, 15.0973, 15.2252]",,68.44,"SI-011,SI-034,SI-057,SI-129,SI-133,SI-155,SI-173,SI-174"
SI-191,"46.2754,15.7933","[46.2544, 46.3221, 15.7493, 15.8684]",,32.3,"SI-069,SI-107,SI-135,SI-172"
SI-192,"46.4046,14.1353","[46.3689, 46.4439, 14.1176, 14.2376]",,38.17,"SI-003,SI-004,SI-041,SI-102,SI-131"
SI-193,"45.8316,14.9295","[45.7431, 45.8713, 14.7988, 15.0835]",,85.46,"SI-020,SI-039,SI-048,SI-104,SI-130,SI-157,SI-170,SI-203"
SI-194,"46.0441,14.8431","[45.9631, 46.0711, 14.7251, 14.949]",,77.88,"SI-032,SI-039,SI-060,SI-061,SI-130,SI-142"
SI-195,"46.6973,15.9096","[46.6597, 46.7224, 15.7864, 15.9601]",,38.83,"SI-029,SI-118,SI-181"
SI-196,"46.3438,15.9945","[46.3072, 46.3828, 15.9518, 16.035]",,32.3,"SI-028,SI-087,SI-135,SI-143,SI-168"
SI-197,"45.8457,15.4202","[45.7912, 45.8919, 15.3664, 15.4789]",,44.81,"SI-054,SI-119"
SI-198,"46.317,15.6669","[46.2738, 46.3515, 15.6343, 15.7165]",,33.76,"SI-069,SI-106,SI-113,SI-200"
SI-199,"45.9237,15.1679","[45.8672, 45.9798, 15.0954, 15.2296]",,51.31,"SI-060,SI-085,SI-110,SI-121,SI-130,SI-170,SI-206,SI-211,SI-212"
SI-200,"46.3139,15.5784","[46.2731, 46.3354, 15.5401, 15.6582]",,39.73,"SI-106,SI-113,SI-114,SI-124,SI-198"
SI-201,"45.8951,13.6774","[45.8613, 45.9288, 13.6221, 13.72]",,39.34,"SI-049,SI-075,SI-084,SI-183"
SI-202,"46.3948,16.2702","[46.3761, 46.4415, 16.2069, 16.3079]",,39.45,SI-087
SI-203,"45.7837,15.073","[45.731, 45.8184, 15.0525, 15.1246]",,29.92,"SI-048,SI-085,SI-157,SI-170,SI-193"
SI-204,"46.5671,15.8822","[46.5331, 46.6007, 15.842, 15.9444]",,45.79,"SI-029,SI-058,SI-148,SI-153,SI-182,SI-185"
SI-205,"46.4829,16.0783","[46.4428, 46.5103, 16.0066, 16.1202]",,36.87,"SI-024,SI-042,SI-063,SI-087"
SI-206,"45.8635,15.2239","[45.8486, 45.9263, 15.1993, 15.2999]",,38.44,"SI-085,SI-119,SI-121,SI-199"
SI-207,"46.3945,13.9913","[46.3471, 46.4421, 13.843, 14.0957]",,54.97,"SI-003,SI-004,SI-041,SI-053"
SI-208,"46.0133,14.3741","[45.9955, 46.031, 14.3369, 14.4083]",,17.96,"SI-008,SI-021,SI-140,SI-162"
SI-209,"46.3236,14.923","[46.295, 46.3697, 14.8658, 14.9446]",,29.73,"SI-030,SI-043,SI-062,SI-079,SI-083,SI-126"
SI-210,"46.6133,15.7974","[46.5776, 46.6488, 15.7511, 15.8375]",,31.01,"SI-058,SI-070,SI-089,SI-118,SI-181"
SI-211,"45.9771,15.0914","[45.9472, 46.0224, 15.0218, 15.1662]",,46.4,"SI-060,SI-110,SI-130,SI-199,SI-212"
SI-212,"45.9532,15.0641","[45.913, 45.9795, 14.9962, 15.1179]",,37.37,"SI-060,SI-110,SI-130,SI-199,SI-211"
SI-213,"45.579,13.7365","[45.5572, 45.6315, 13.616, 13.7706]",,35.69,"SI-040,SI-050,SI-090"
SK-BC,"48.5004,19.4197","[48.0536, 48.9472, 18.4787, 20.4699]",,665.56,"SK-KI,SK-NI,SK-PV,SK-TC,SK-ZI"
SK-BL,"48.3304,17.1794","[48.0067, 48.654, 16.8332, 17.5292]",,306.71,"SK-TA,SK-TC"
SK-KI,"48.6763,21.2898","[48.3326, 49.0199, 20.1812, 22.3876]",,698.17,"SK-BC,SK-PV"
SK-NI,"48.2227,18.344","[47.7312, 48.7144, 17.7054, 19.0721]",,573.62,"SK-BC,SK-TA,SK-TC"
SK-PV,"49.1118,21.1876","[48.7626, 49.4609, 19.8839, 22.5657]",,819.3,"SK-BC,SK-KI,SK-ZI"
SK-TA,"48.3186,17.6484","[47.759, 48.8781, 16.9336, 17.9855]",,587.08,"SK-BL,SK-NI,SK-TC"
SK-TC,"48.9027,18.2291","[48.4857, 49.3197, 17.353, 18.8269]",,491.57,"SK-BC,SK-BL,SK-NI,SK-TA,SK-ZI"
SK-ZI,"49.1775,19.2058","[48.7412, 49.6138, 18.3226, 20.0604]",,588.59,"SK-BC,SK-PV,SK-TC"
SL-E,"8.2051,-10.8437","[7.3387, 9.0723, -11.6025, -10.2717]",,871.64,"SL-N,SL-S"
SL-N,"9.1185,-11.4856","[8.2368, 10.0, -12.6479, -10.5735]",,1036.54,"SL-E,SL-NW,SL-S"
SL-NW,"9.1,-12.6777","[8.2598, 9.9402, -13.3021, -11.8731]",,939.04,"SL-N,SL-S,SL-W"
SL-S,"7.7099,-12.0004","[6.9216, 8.4983, -13.0698, -11.1412]",,1331.65,"SL-E,SL-N,SL-NW,SL-W"
SL-W,"8.3346,-13.0656","[8.093, 8.4996, -13.2985, -12.9137]",,204.32,"SL-NW,SL-S"
SM-01,"43.9464,12.4192","[43.9367, 43.9579, 12.4024, 12.4411]",,11.81,"SM-06,SM-07"
SM-02,"43.9053,12.422","[43.9002, 43.9331, 12.4076, 12.4383]",,12.6,"SM-05,SM-06,SM-07"
SM-03,"43.9475,12.4691","[43.9374, 43.9647, 12.4588, 12.5159]",,17.25,"SM-04,SM-06,SM-09"
SM-04,"43.9269,12.4975","[43.9146, 43.948, 12.4699, 12.517]",,15.1,"SM-03,SM-05,SM-06,SM-08"
SM-05,"43.9103,12.4576","[43.8936, 43.9212, 12.4313, 12.4764]",,13.89,"SM-02,SM-04,SM-06,SM-07,SM-08"
SM-06,"43.9412,12.4474","[43.9186, 43.9682, 12.4325, 12.481]",,22.19,"SM-01,SM-02,SM-03,SM-04,SM-05,SM-07,SM-08,SM-09"
SM-07,"43.9364,12.4467","[43.9141, 43.9426, 12.412, 12.4567]",,14.25,"SM-01,SM-02,SM-05,SM-06"
SM-08,"43.9094,12.4847","[43.8954, 43.921, 12.468, 12.4956]",,10.61,"SM-04,SM-05,SM-06"
SM-09,"43.9699,12.4803","[43.956, 43.992, 12.4488, 12.5159]",,20.49,"SM-03,SM-06"
SN-DB,"14.7845,-16.0316","[14.5347, 15.0332, -16.6877, -15.4042]",,358.31,"SN-FK,SN-KA,SN-LG,SN-TH"
SN-DK,"14.7765,-17.3226","[14.5853, 14.8935, -17.549, -17.1206]",,162.37,SN-TH
SN-FK,"13.9406,-16.4024","[13.5916, 14.7534, -16.8001, -15.5721]",,582.97,"SN-DB,SN-KA,SN-KL,SN-LG,SN-TH"
SN-KA,"14.2485,-15.2355","[13.741, 14.7469, -15.8774, -14.5914]",,478.63,"SN-DB,SN-FK,SN-KL,SN-LG,SN-MT,SN-TC"
SN-KD,"13.1292,-14.4181","[12.6584, 13.6005, -15.3557, -13.3438]",,775.84,"SN-SE,SN-TC"
SN-KE,"12.8857,-12.2864","[12.3144, 13.4567, -13.2397, -11.346]",,893.49,SN-TC
SN-KL,"14.0481,-16.0155","[13.5913, 14.5005, -16.386, -15.4097]",,439.01,"SN-FK,SN-KA,SN-TH"
SN-LG,"15.3967,-15.6779","[14.6083, 16.186, -16.7427, -14.4846]",,817.48,"SN-DB,SN-FK,SN-KA,SN-MT,SN-SL,SN-TC,SN-TH"
SN-MT,"15.2681,-13.6992","[14.3878, 16.1483, -14.8497, -12.5962]",,932.58,"SN-KA,SN-LG,SN-SL,SN-TC"
SN-SE,"12.9103,-15.553","[12.4249, 13.3953, -16.0409, -15.1123]",,389.38,"SN-KD,SN-ZG"
SN-SL,"16.0915,-14.7338","[15.4925, 16.692, -16.5284, -13.7022]",,956.01,"SN-LG,SN-MT"
SN-TC,"13.8686,-13.319","[12.627, 15.1096, -14.8289, -11.8644]",,1486.51,"SN-KA,SN-KD,SN-KE,SN-LG,SN-MT"
SN-TH,"14.7539,-16.8638","[14.0538, 15.4544, -17.1618, -16.1208]",,544.82,"SN-DB,SN-DK,SN-FK,SN-KL,SN-LG"
SN-ZG,"12.754,-16.4039","[12.3395, 13.1689, -16.7918, -15.8891]",,417.26,SN-SE
SO-AW,"10.6951,43.4905","[9.6737, 11.7161, 42.7087, 44.3891]",,615.56,SO-WO
SO-BK,"3.9992,43.9996","[3.25, 4.9504, 42.8842, 44.8]",,739.05,"SO-BY,SO-GE,SO-HI,SO-SH"
SO-BN,"1.9468,45.3895","[1.7869, 2.1, 45.23, 45.551]",,121.67,"SO-SD,SO-SH"
SO-BR,"10.1904,50.1298","[8.2085, 12.1889, 48.9176, 51.6178]",,1301.48,"SO-NU,SO-SA,SO-SO"
SO-BY,"3.0,43.5002","[1.46, 3.92, 42.4, 44.69]",,898.45,"SO-BK,SO-GE,SO-HI,SO-JD,SO-SH"
SO-GA,"5.0,47.0","[3.3645, 6.5305, 45.4109, 48.0214]",,1072.11,"SO-HI,SO-MU,SO-SD"
SO-GE,"3.0,42.0","[1.2308, 4.307, 40.9892, 43.14]",,1006.26,"SO-BK,SO-BY,SO-JD,SO-JH,SO-SH"
SO-HI,"3.9999,45.5","[3.2017, 5.5364, 44.5896, 46.4]",,799.14,"SO-BK,SO-BY,SO-GA,SO-SD,SO-SH"
SO-JD,"1.4326,42.656","[0.2144, 1.95, 41.42, 43.6634]",,729.52,"SO-BY,SO-GE,SO-JH,SO-SH"
SO-JH,"-0.0001,42.0","[-1.8032, 1.32, 40.9933, 43.357]",,1008.19,"SO-GE,SO-JD,SO-SH"
SO-MU,"6.6507,48.301","[4.2487, 7.71, 46.5215, 49.8104]",,1231.23,"SO-GA,SO-NU"
SO-NU,"8.167,48.9979","[7.2871, 9.1395, 47.5571, 50.3422]",,864.08,"SO-BR,SO-MU,SO-SO"
SO-SA,"10.4387,47.5924","[9.42, 11.5261, 46.01, 49.06]",,1024.47,"SO-BR,SO-SO,SO-TO"
SO-SD,"3.0,46.0","[1.9196, 3.89, 45.07, 47.2118]",,711.44,"SO-BN,SO-GA,SO-HI,SO-SH"
SO-SH,"1.8428,44.5937","[0.5369, 3.27, 42.98, 45.3703]",,924.97,"SO-BK,SO-BN,SO-BY,SO-GE,SO-HI,SO-JD,SO-JH,SO-SD"
SO-SO,"8.9605,47.5858","[8.0, 10.0494, 46.0484, 49.0801]",,1000.1,"SO-BR,SO-NU,SO-SA,SO-TO"
SO-TO,"9.1707,45.5375","[8.0007, 10.0988, 44.69, 47.1]",,884.12,"SO-SA,SO-SO,SO-WO"
SO-WO,"9.5052,44.0731","[8.7725, 10.3207, 43.2862, 44.8968]",,546.2,"SO-AW,SO-TO"
SR-BR,"4.6852,-55.0611","[3.9987, 5.3719, -55.5006, -54.7209]",,534.89,"SR-MA,SR-PR,SR-SI"
SR-CM,"5.8401,-54.9244","[5.4855, 6.195, -55.2277, -54.6218]",,303.46,"SR-MA,SR-PM,SR-PR,SR-SI,SR-WA"
SR-CR,"5.7469,-56.2455","[5.3202, 6.173, -56.6131, -55.8807]",,393.74,"SR-NI,SR-PR,SR-SA,SR-SI"
SR-MA,"5.7083,-54.3537","[5.2339, 6.1811, -54.7493, -53.8601]",,384.54,"SR-BR,SR-CM,SR-PR,SR-SI"
SR-NI,"5.7184,-56.8775","[5.2199, 6.2161, -57.3414, -56.4558]",,437.55,"SR-CR,SR-SI"
SR-PM,"6.0348,-55.2231","[5.7666, 6.151, -55.2468, -55.094]",,108.36,"SR-CM,SR-WA"
SR-PR,"5.343,-55.5813","[4.9845, 5.7014, -56.0279, -54.6249]",,699.06,"SR-BR,SR-CM,SR-CR,SR-MA,SR-SA,SR-SI,SR-WA"
SR-SA,"5.7871,-55.6065","[5.3927, 6.181, -56.0585, -55.2826]",,372.73,"SR-CR,SR-PR,SR-SI,SR-WA"
SR-SI,"3.6815,-55.9612","[1.8313, 5.5317, -58.0712, -53.98]",,2566.06,"SR-BR,SR-CM,SR-CR,SR-MA,SR-NI,SR-PR,SR-SA"
SR-WA,"5.9068,-55.2718","[5.6553, 6.154, -55.3585, -55.0683]",,172.76,"SR-CM,SR-PM,SR-PR,SR-SA"
SS-BN,"9.0,27.0","[7.8924, 9.9013, 26.1363, 28.0361]",,758.69,"SS-BW,SS-WR"
SS-BW,"8.5456,25.2225","[6.6498, 10.439, 23.4478, 28.5362]",,2233.86,"SS-BN,SS-EW,SS-LK,SS-WR"
SS-EC,"5.0,31.5","[3.489, 6.2511, 29.7968, 32.1732]",,1281.36,"SS-EE,SS-EW,SS-JG,SS-LK"
SS-EE,"5.2839,33.5912","[3.5048, 6.0073, 31.7071, 35.949]",,1550.7,"SS-EC,SS-JG"
SS-EW,"5.5381,29.1495","[4.2807, 6.7977, 26.289, 31.0185]",,1822.33,"SS-BW,SS-EC,SS-JG,SS-LK,SS-WR"
SS-JG,"8.0,32.0","[5.85, 9.5191, 30.2096, 33.5291]",,1753.9,"SS-EC,SS-EE,SS-EW,SS-LK,SS-NU,SS-UY"
SS-LK,"6.7527,30.0948","[5.6733, 7.8326, 28.463, 31.6905]",,1271.24,"SS-BW,SS-EC,SS-EW,SS-JG,SS-UY,SS-WR"
SS-NU,"9.0,33.0","[7.9879, 12.2364, 30.7562, 34.1738]",,1783.86,"SS-JG,SS-UY"
SS-UY,"8.4583,29.9561","[7.0672, 10.2881, 28.6705, 30.8579]",,1207.15,"SS-JG,SS-LK,SS-NU,SS-WR"
SS-WR,"7.9133,28.9588","[6.3881, 9.3521, 27.8622, 29.698]",,955.31,"SS-BN,SS-BW,SS-EW,SS-LK,SS-UY"
ST-01,"0.3491,6.71","[0.3105, 0.4112, 6.6959, 6.7491]",,39.92,"ST-05,ST-06"
ST-02,"0.2295,6.6807","[0.1582, 0.3002, 6.6121, 6.761]",,74.55,"ST-03,ST-06"
